	sentence	label
165	the screen would be better if it has vibrant resolution .	3
166	i need a light computer that runs fast .	3
167	i also need to have a decent battery life to get my work done .	3
168	i need to store my work so i need a decent cpu .	3
169	i want it to have a high performance-cost ratio .	3
170	i need the track pad to be functional and i should type fast and accurately on the keyboard .	3
171	i need a fast computer in both typing responsiveness and log in time .	3
172	i want it to be light and have a thin screen so i can carry it around .	3
173	i need a well-built computer which is light and sleek so i can carry it around .	3
174	i hope the keyboard is light-up and easy-to-type .	3
175	second , i need a good selection of ports .	3
176	i want a fast and light computer .	3
177	i need to have plenty of ports on the computer .	3
178	i need a good ssd and hdd combination for speed and power .	3
179	the computer should be light .	3
180	the computer should be slim , light and looking good .	3
181	fourth , i need the viewing angles to be decent .	3
182	and for the battery life , i prefer a longer one .	3
183	i need to have a good screen with it .	3
184	i need the computer to boot up fast .	3
185	i need a good looking computer which stays within my budget .	3
186	i love computer with great design .	3
187	i need a eye-catching display and a satisfying backlit keyboard for the computer .	3
188	i need a computer with great screen .	3
189	the computer should have a light but large enough screen accomplished with speed .	3
190	i do n't want the keyboard to be too fancy though .	3
191	i need a computer with a reasonable price .	3
192	i also need some really good hard drive .	3
193	i need a computer that is light and start up fast .	3
194	i need the screen to be nice and big while maintaining a light weight .	3
195	the screen and touch pad should be great for my computer .	3
196	i want a quick computer with reasonable price .	3
197	i need a light computer which can turn on fast and run cool .	3
198	for the weight , i prefer a light one .	3
199	fifth , i need the computer to have a decent battery life .	3
200	i want a light computer which can runs fast .	3
201	i want the design to be sleek .	3
202	i need a quick and responsive computer .	3
203	i want a light computer with a backlit keyboard and a clear bright screen .	3
204	i need to take it to my class so it 's better to be small and have a good screen to work with .	3
205	i want the computer to stay within a reasonable price range , having a sensible fingerprint sensor and large amount of storage .	3
206	i want the computer to be light enough for me to carry it around .	3
207	i need a fast computer .	3
208	i also need good bluetooth connection to the other devices .	3
209	the usb port access should be great .	3
210	i need a fast laptop with good configuration .	3
211	seventh , i want the fan noise to be manageable .	3
212	i need the screen to be great enough but not affecting the weight .	3
213	i want a computer that do super fast startup and have a good processor .	3
214	the computer should start up quickly with impressive specs .	3
215	third , i need the colours to look vivid on the screen .	3
216	for the keyboard , it would be better if it is back-lit .	3
217	i need it to perform well in running small applications and programming .	3
218	second , i need the computer to startup in seconds .	4
219	i need the computer to have a powerful gpu .	4
220	i need to have solid build quality on my computer .	4
221	the sound system should be great for me .	4
222	the keyboard should be fantastic and the touchpad should be smooth .	4
223	i need some of the following features for my computer .	4
224	the gui software ultilities should be good in the computer .	4
225	last but not least , a good sound output is preferrable .	4
226	2. i want the keyboard to be awesome with prefect resistence and spacing of keys .	4
227	i would need a clean os to come with it as i do n't want too much bloatware .	4
228	finally , i hope there is a decent price for all of these .	4
229	i also need a good set of usb ports and extra fan .	4
230	3 ) i need a satifying click on the keyboard coming with a good trackpad and good buttons .	4
231	i need a high performance-cost ratio to come with my computer .	4
232	i do n't want the computer to run at high temperature nor with loud noise .	4
233	i also need plenty of storage , by the way , i hope the storage can be easily expanded because i do n't know if i still need more .	4
234	the fan should be able to lower the temperature .	4
235	2 ) the ssd should be nicely sized .	4
236	7. i need my games , the windows and the vr to work fine on this laptop .	4
237	i need the laptop to stay cool and be solid and reliable .	4
238	a fast computer is preferrable .	4
239	5 ) i need good build quality and a nice cool temperature .	4
240	i also need the material and build to be great , not to forget about the cpu and gpu .	4
241	i do n't want to have much bloatware on it and i hope the set up is easy for me .	4
242	sixth , the speakers have to be good .	4
243	i want a computer with high performance-cost ratio .	4
244	high performance-cost ratio is what i expected from a computer .	4
245	i like to have soft touch plastic attached to the laptop .	4
246	4 ) for the screen , i need the colour to be vibrant and the brightness to be adequate .	4
247	hopefully , the computer can run cool with these settings .	4
248	i need a decent ssd and good cooling for my computer so it can play games well .	4
249	fourth , i need the mousepad to be good .	4
250	the gaming laptop should obviously perform well in gaming .	4
251	sixth , for the screen , i need to have great colour display on it with a good refresh rate .	4
252	the computer should run cool and quietly .	4
253	i want a computer that can do fast startup .	4
254	the computer should be easy for me to upgrade it .	4
255	fourth , i need the fans to spin quietly .	4
256	i need a fantastic monitor to come with it .	4
257	seventh , it would be better if the dvd drive is removable to install something else .	4
258	i also want the keyboard to be nice .	4
259	the computer should run fast for playing my games prefectly .	4
260	the screen should also have great refresh rate and display vivid colour .	4
261	the screen should be enourmous and clear .	4
262	i would also need great build quality to come with it .	4
263	i need a computer to go fast and easy with my games .	4
264	i need the display to look good when i am gaming smoothly .	4
265	i do n't want the keys to be noisy .	4
266	i hope the computer can connect well with oth devices .	4
267	6. i need the sound output to be loud enoygh , but the fan should be as quiet as possible and not be overheaten .	4
268	i need a computer that run cool and quietly .	4
269	i need a computer with good build quality , great sound and excellent screen .	4
270	i have a number of criteria for my computer : 1 ) i need incredible amount of sheer horsepower , incredible specs , and incredible processor .	4
271	first , i want no screen bleeding/stuttering , no heat issue , no windows issue nor no much bloatware .	4
272	i need an easy set up for my computer .	4
273	i want a solid computer .	4
274	fifth , i need to connect to the wifi in a super fast way .	4
275	i hope the price wo n't be too high for it to cover all these features .	4
276	the system should run fast for me and made me feel that is well made .	4
277	i would like to have distinct buttons on the touch pad .	4
278	second , i need some great software and a solid build .	4
279	i need easy access slots to do expansion and good usb 3.0 ports layout to make things tidy .	4
280	i want a computer that runs extremely cool with a good price .	4
281	the size should be fit for its size .	4
282	i want a good build quality with powerful and clear sound output .	4
283	i want a fast computer .	4
284	5. i need the computer to handle a large amount of data .	4
285	fifth , the location of the fans should be considerate .	4
286	i need a reasonable price to come with amazing specs and building quality .	4
287	i also hope the battery life to be long to support my work .	4
288	4. i need good cpu , good gpu and fast ssd .	4
289	i need a computer with a high performance-cost ratio .	4
290	i need a decently sized trackpad and a bright lcd screen .	4
291	the viewing angles of the screen ought to be outstanding but the price should be reasonable .	4
292	a nice keyboard with nice backlight is preferable .	4
293	i need the computer to run games without causing problems and quietly .	4
294	i need a computer that can run anything on ultra settings while staying super cool .	4
295	third , i need an amazing keyboard with great trackpad .	4
296	i need great functionality for my computer .	4
297	the number of ports should be adequate for me .	4
298	last but not least , it should look cool .	4
299	3. i need tons of light settings for myself .	4
300	i need a computer with a high refresh rate of its screen .	4
301	i want a sturdy computer that runs quietly .	4
302	the screen should have good viewing angles and good adjustment of brightness .	4
303	a beautiful screen should be installed .	4
304	i need a fast computer with great graphic performance .	4
305	a computer that stays cool while gaming is what i need .	4
306	i need some good speakers to come with it .	4
307	i also need a nice keyboard and a good ips monitor .	4
308	i need the sound to come out good on the computer .	4
309	i need a sollid computer .	4
310	i want the computer to play games well while keeping a low temperature .	4
311	first , i need good refresh rate .	4
312	the games should run smoothly on my computer .	4
313	i need the computer to start up fast so i can run my games smoothly .	4
314	i have high expectation of the screen , in which it should have good clarity and quality , also it should be bright and vibrant .	4
315	i need great monitor and cool keyboard for my computer .	4
316	i need the computer to have good build quality but with a reasonable price .	4
317	i need some really good screen , speakers and keyboard for my computer .	4
318	the laptop should stay within my budget .	4
319	it would be prefect with incredible rainbow backlight .	4
320	i want a fast computer with a beautiful look .	4
321	i hope there is not much trial software on the computer .	3
322	a fast computer with a great screen resolution is what i need .	3
323	i need the look of the computer to be sleek .	3
324	i do n't want the computer to be heavy or look dull .	3
325	i need a computer that stays within my budget .	3
326	i need it to be fast .	3
327	i need a computer with high performance-cost ratio .	3
328	i want to computer to have a low price .	3
329	i need a computer which include a cd drive and run fast with wifi , and of course the price should be reasonable .	3
330	i do n't have much money so i need a new computer with a good price .	3
331	i also need nice web cam to hold conferences .	3
332	i want to get to use the computer as soon as possible so it 's better to have some pre-loaded software .	3
333	i want to change my old computer and i need a new one with a reasonable price .	3
334	my old computer is n't working so i need a new computer which is fast and responsive .	3
335	i want a faster computer than my old ones .	3
336	i do n't have much money so i hope the price to be reasonable .	3
337	i need a new computer that is fast and well priced .	3
338	i work on webpage design so i hope the computer can work my graphic design programmes well .	3
339	i need a fast computer .	3
340	specs are what i look into when buying a new computer so the keyboard and trackpad must be decent .	3
341	i need a computer that is good for multitasking .	3
342	for the specs , i need excellent touch pad , good back-lit keyboard , perfect speakers and subwoofer audio .	3
343	i also need nice keyboard and trackpad .	3
344	i need a fast computer with a low budget .	3
345	i am trying to find a new gaming laptop that plays my games fast and quietly .	3
346	i need to take it to schoold so a normal design is preferrable .	3
347	i need a really fast computer .	3
348	i am looking for a computer that will boot fast and play games with ease .	3
349	i would use the new computer with my wife so i want it to look sleek and have a good speaker .	3
350	i play a number of games so i want the computer to run games well .	3
351	i need a computer with a high-performance-cost ratio .	3
352	everyday i need to use my laptop so i need a big screen and a great keyboard to make it comfortable , of course , it should be fast also .	3
353	also , i want it to have great design and start up fast .	3
354	i need a computer that works good for working and gaming without a high price .	3
355	it should startup fast without being overheat .	3
356	i look into graphics so i need a computer that can handle heavy graphics .	3
357	i like playing games so i hope the new computer can play games at high settings effortlessly .	3
358	i need a new computer that my video games can function well on it .	3
359	i am a college student so i need a cheap computer which can last long for battery life .	3
360	i want an amazing touch pad for my computer .	3
361	i checked many computers on amazon and i want to find one with high performance-cost ratio .	3
362	i also need a solid build that it only produce low fan noise .	3
363	a computer that runs games well with a low cost is what i needed .	3
364	i do n't have much money so good price is important for a new computer .	3
365	i need a new gaming laptop with some good build quality .	3
366	for the keyboard , i think it would be amazing to be backlighted .	3
367	a good keyboard is preferrable .	3
368	i need some good price for my computer as i am lacking money .	3
369	i want it to boot and startup fast .	3
370	i am new to gaming laptop and i want one that run flawlessly for games .	3
371	i do gaming so i want some good gaming experience and long battery life for long-hour gaming .	3
372	fourth , i sometimes do video conferencing so i need a good front camera .	3
373	i also want some nice quality of graphics on it .	3
374	for the specs , i hope there will be useful built-in features and programmes , solid hard drive and a strong compatibility with windows 10 .	3
375	i care about the feel so the computer should be solid enough .	3
376	first , the processor should be fast .	3
377	i got to use a lot of graphics and processing-heavy programmes so i hope the computer has no issues with them .	3
378	i would use the computer for gaming and home schooling so i hope it 's well built with a reasonable price .	3
379	i do n't want to annoy others so i need a quiet computer .	3
380	i enjoy playing games and i would like the games to display well with good speaker and good graphic performance .	3
381	i also want it to look good .	3
382	i need to take it around so i hope the finish would be matte and slightly rubbery .	3
383	i know something about computer and all i want is a good-looking computer that play games well .	3
384	i am a student so i need a computer that come with the perfect size and run games well .	3
385	i do n't want it to be too heavy .	3
386	i do n't require much for my new computer but speed is important .	3
387	for the design , it must be good and have a backlit keyboard .	3
388	i do literally everything on my laptop so i hope it to be easily upgradable and have a reasonable price .	3
389	fifth , i need a superb charging speed as i may need the computer to work at anytime .	3
390	i enjoy playing games on my laptop so i hope the laptop do magnificent job of graphics and gameplay .	3
391	i do n't really have much money but i wish to have a computer that can run games on ultra graphic settings .	3
392	i need a engineering work station so the computer should be fast .	3
393	photo editing is my job so i would need a computer that have good screen resolution .	3
394	my old computer has stopped working so i need a new computer with good internal specs , also , it should be fast and have amazing battery life .	3
395	also , i like a sleek laptop with a responsive mousepad and keys .	3
396	i also want it to have decent battery life for me to play games .	3
397	the battery life should also be long to support my work .	3
398	i need a good screen for me to work .	3
399	i need a computer with a reasonable price .	3
400	last but not least , i hope the price wo n't be too high .	3
401	i may take it around so it should be light .	3
402	i need a computer with a reasonable price .	3
403	a decent battery life is also needed .	3
404	i am buying my first laptop and i have thought of some requirement for it .	3
405	i hope there will be clear display and sound .	3
406	i need a computer to handle my school work so it should run fast .	3
407	i take it around so i hope it looks attractive .	3
408	i am considering to change my old computer and what i need is a computer with a high performance-cost ratio and long battery life .	3
409	i am finding for a new gaming laptop .	3
410	i can not spend too much on the computer so i need one with a reasonable price .	3
411	second , the storage space should be large and the battery life should be decent for my games .	3
412	i want to play games on my new computer so it should response quickly .	3
413	i want to find a laptop that can play games with my friends so i need it to have great performance for gaming and be cheap .	3
414	i use the computer for my personal use and i hope it wo n't heat up if overused .	3
415	by the way , i hope the computer would run quietly .	3
416	i pay attention to gaming experience so i need a new laptop with amazing gaming performance .	3
417	it should produce less heat with a lower power consumption .	3
418	not to mention that the specs should be wise .	3
419	my old computer does n't work anymore so i need a new computer with cool graphics , cpu , ram and ports .	3
420	i produce music so i hope the new computer works great for the software with a reasonable price .	3
421	i need a computer with good specs .	3
422	i also want a fantastic keyboard to come with it .	3
423	i do virtualisation on my computer so i need a responsive laptop .	3
424	i want to find a fast computer for my cousin .	3
425	the screen should be bright with low light leckage and high colour representation that come with wide viewing angles .	3
426	i also want it to be thin and light so that i can carry it around .	3
427	i want to spend as less as possible on my new laptop .	3
428	i may bring it around so it should be great looking and light .	3
429	for gaming , i need it to run most of my games successfully .	3
430	i want good hardware and good display to go with it .	3
431	i do n't play many games but i still hope the computer would play games well .	3
432	i am finding some recommendations for a new computer that is fast and have both nice cooling system and battery life .	3
433	i do a lot of typing work so i hope the surface would be comfortable to rest my hands on .	3
434	i like gaming so i need a laptop that run games well .	3
435	for my gaming laptop , i want it to have a beautiful design .	3
436	i am trying to find a gaming laptop that goes really fast .	3
437	i have used my old computer for a long time and i am planning to replace it with a new one that has a much faster processing speed .	3
438	i look into various factors while buying my new computer .	3
439	i hope the computer will fit with my budget .	3
440	i expect my new computer will be fast and reasonably priced .	3
441	third , when i am playing games , i want to keys to be comfortable and the display to be good .	3
442	i would use the computer for light gaming so i hope the computer would play games well .	3
443	i also want it to comfortable and run fast .	3
444	i want it to boot fast and run windows applications quickly .	3
445	i want to change my old computer and i want a fast computer with reasonable price .	3
446	i am using the computer for work so i need it to be fast and have bright colours .	3
447	i also want it to have nice display and obtain bluetooth .	3
448	i recently need a new computer that comes with high speed and minimal bloatware .	3
449	i need a fast computer .	3
450	i need it to be cheap and fast .	3
451	i like computer that feels classy and sleek .	3
452	it should be running fast so i can finish my papers on time .	3
453	i have some expectations on my new computer that it should have a good processor with enough ram .	3
454	my computer just recently broke down so i need a new computer immediately .	3
455	i am trying to find a new computer that comes with good design and light weight .	3
456	my wife and i want to change the computer of our home and we are finding a computer that works quietly and fast .	3
457	the computer should have a high performance-cost ratio .	3
458	a good touch screen is also necessary .	3
459	for a better typing experience , i would need a great touchscreen and a responsive keyboard .	3
460	the ports should also be acceptable .	3
461	i need a computer to write my master 's papers so i need it to be light and portable to take it around .	3
462	i do multitasking so i hope it works well on that with a decent price .	3
463	of course , it should look good with a reasonable price .	3
464	i play lots of games and i 'm finding a new computer that run fast of all my games .	3
465	the computer i want should look cool and own a nice graphic card .	3
466	i am finding a new gaming computer for myself and i want it to be fast and upgradeable .	3
467	the setup should be nice and the keyboard should be great .	3
468	i am buying a new computer for my wife and so the computer should play games with no problems .	3
469	i am finding a replacement for my old computer and i want a new one that run games perfectly and incredibly fast , but with a great price .	3
470	a backup laptop is needed and i hope it comes with great specs with low cost .	3
471	i am getting into gaming laptop so i want one that runs most games smoothly with good specs .	3
472	i also own a vr headset and i want it to work well with that .	3
473	i am new into computer gaming and i want something that runs smoothly with reasonable price .	3
474	i want the computer to run cool .	3
475	i hope the price would be reasonable .	3
476	i want to buy a new computer for gaming so i want it to download games quickly .	3
477	i want it to boot up fast and run programs well .	3
478	i also hope the setup would be easy for me .	3
479	i want to have a laptop for out-of-town use and i want a budget-friendly computer that handle games with no issue .	3
480	i am going to buy a new computer and i want it to startup fast with a reasonable price .	3
481	i want to find a computer that can navigate fast and easily .	3
482	i have some programes to be installed so the dvd drive should work well .	3
483	i need a new computer for work so everything should be fast including the bootup .	3
484	i am not a computer savvy and i want a computer that is easy to use .	5
485	a good touch screen should be installed on my new computer .	5
486	i need a new notebook and i want it to be light and easy to use .	5
487	i want to replace my old computer that i want one which runs fast and silently .	5
488	i want a computer that is lightweight and fast .	5
489	speed is what i concerned when buying a new computer .	5
490	i want it to look sleek within my budget .	5
491	i would have no complaints as long as the new computer would start up in seconds .	4
492	i want to play games well on a fast computer .	4
493	a well-priced computer would be perfect for me .	4
494	i am finding a fantastic bargain for my gaming computer .	4
495	i am buying a new gaming laptop for my husband and i want a red backlit keyboard so it would be warm and comfortable to his eyes .	4
496	i can not play certain games with my friend on my old computer so i need a new laptop that play games well and stay in a good price .	4
497	i am purchasing a new computer mainly for gaming so it should play games smoothly and have a gorgeous screen .	4
498	speed is the particular area i look into when purchasing a new computer .	4
499	of course it should be fast .	4
500	i also want it to run smoothly , cool and quietly .	4
501	of course the computer should run games great , and i do n't want to wait too long for the game to be loaded .	4
502	i need a new computer to go to work so it should be fast and sturdy .	4
503	i want to have a new gaming laptop and i want a nice display to come with it .	4
504	accessible fan settings would be prefect for me .	4
505	i am new to gaming laptop and i want some really good red back-lit keys because that looks cool .	4
506	i did a lot of research on my new computer and my wish is to have a fast computer that play games well .	4
507	i am into gaming and i am finding a new computer that is fast and own a gorgeous screen .	4
508	i need a present for my husband and i hope it can with a reasonable price .	4
509	i also want it to be responsive , quiet and light .	4
510	also , it should do quick boot up .	4
511	i want the audio sound to be decent .	4
512	i need some recommendations for an awesome gaming laptop .	4
513	moreover , it should boot up fast and have smooth keys .	4
514	i enjoy playing games and i want a new laptop that is good for gaming with a great price .	4
515	i do n't have a huge budget for my new computer so it should come with a good price .	4
516	my dream gaming laptop is the one that runs games well .	4
517	i need it to run games perfectly under powerful cpu and gpu .	4
518	the old computer is not satisfying so i want to find a new computer that comes with great value .	4
519	i do love a good backlit keyboard .	4
520	i have got some expectations on my new computer as i need an amazing monitor and a good keyboard .	4
521	i also need it to have strong fan sound so i know the cooling system is working well .	4
522	i may store a lot of games so i need as much storage as it can .	4
523	speed is what i look into when purchasing a new computer .	4
524	i like to have good design on my new computer and it should own a reasonable price .	4
525	i do n't want an overheated computer so the cooling system should be quiet and efficient .	4
526	i have a number of games that i would like to try on my new laptop so it should have a large storage that is great for gaming .	4
527	i need a computer with great performance and cost .	0
528	my husband has to go for business trip so he needs a laptop with perfect size .	0
529	i travel a lot so i would like to have a sturdy and handy laptop .	0
530	also , the battery life and screen should be good so i can show my clients my slides .	0
531	i am planning to buy a computer as a present and all she wanted is a computer that is lightweight and has a long battery life .	0
532	i need a computer for my work and i want it to be light and easy to carry for my meetings .	0
533	i want to have the best laptop with the least money .	0
534	i am replacing my old laptop for a better-sized laptop .	0
535	i need a perfect laptop for my office work in which it should be small and handy .	0
536	i want a computer that is well designed .	3
537	i need a computer that powers up smoothly with a reasonable price .	3
538	i am buying the computer for my family so i need a nice screen to protect their eyes .	3
539	i would need large storage for my files .	3
540	i need a replacement for my old laptop and i want a new one with good screen and nice price .	3
541	i am saving money so i want a well priced computer .	3
542	i am a writer and i am looking for a computer that is fast , quiet and lightweight .	3
543	i am finding the best computer with my limited budget .	3
544	also , it should be light .	3
545	i don ’ t have much money so i need a computer that comes with a great price .	3
546	i need to take my computer to school so it 's better to be lightweight .	3
547	i hope my money is well paid for a high performance computer .	3
548	i do multitasking all the time so it 'll be good to be able to split screens on an affordable computer .	3
549	i like computers with sleek design .	3
550	i do basic browsing and i am finding a cheap computer which comes up with the performance .	3
551	i bring my laptop everywhere i go so i would like it to be sleek and lightweight .	3
552	i am finding a fast computer .	3
553	i would just use the computer for some light use so all i need is fast , cheap and good graphics .	3
554	i hope the price wo n't be too high with the those features .	3
555	it would be enjoyable to have a computer that is speedy with an amazing sound system .	3
556	i need a slim computer with high screen resolution but come with a reasonable price .	3
557	i have a lot of things to be done so i need a quick processor on my computer .	3
558	i do n't have much requirements for a new computer but i need it to run fast and setup easily .	3
559	i do n't like backlight on the keyboard because that would harm my eyes .	3
560	i pay attention to my gaming experience but i also want a low price for a good computer .	3
561	my grandson wants a new computer that would be great for gaming .	3
562	i dislike bloatware so it 's better to be none of them .	3
563	i am considering changing my old computer and what i want is a computer that run most games well within a reasonable price range .	3
564	my wife wants to play more demanding games so she needs a computer that handles games well and quick .	3
565	price is what i concern when purchasing a new computer .	3
566	i am on budget gaming but i need a computer that turns on quickly .	3
567	my wife needs a new computer and i am planning to gift her one that have nicely arranged keyboard and low cost .	3
568	i ca n't use my old computer anymore and i need a new one that is fast and reasonably priced .	3
569	a cheap yet powerful computer is what i need .	3
570	i hope the new computer meet up my expectations with the money i paid .	3
571	i am looking for a different brand from my current computer which would be fast and well priced .	3
572	i do n't want the cost to surpass my budget .	3
573	i am leaving my old computer for my family and finding myself a new computer that run games well .	3
