	sentence	label
299	i need a reasonable price to come with amazing specs and building quality .	7
300	i want a sturdy computer that runs quietly .	7
301	i have a number of criteria for my computer : 1 ) i need incredible amount of sheer horsepower , incredible specs , and incredible processor .	7
302	first , i need good refresh rate .	7
303	a fast computer with a reasonable price is what i want .	7
304	a fast computer is preferrable .	7
305	the computer should be easy for me to upgrade it .	7
306	i want a computer that runs extremely cool with a good price .	7
307	the games should run smoothly on my computer .	7
308	i need the sound to come out good on the computer .	7
309	the gui software ultilities should be good in the computer .	7
310	4 ) for the screen , i need the colour to be vibrant and the brightness to be adequate .	7
311	the viewing angles of the screen ought to be outstanding but the price should be reasonable .	7
312	i also hope the battery life to be long to support my work .	7
313	i need a computer that run cool and quietly .	7
314	i need great functionality for my computer .	7
315	first , i want no screen bleeding/stuttering , no heat issue , no windows issue nor no much bloatware .	7
316	i hope the computer can show great graphics without lag time .	7
317	i want a fast computer .	7
318	last but not least , it should look cool .	7
319	second , i need the computer to startup in seconds .	7
320	the number of ports should be adequate for me .	7
321	i need it to be fast .	1
322	i need a computer with high performance-cost ratio .	1
323	i do n't want the computer to be heavy or look dull .	1
324	a fast computer with a great screen resolution is what i need .	1
325	i want a light computer .	1
326	i want to computer to have a low price .	1
327	i need the look of the computer to be sleek .	1
328	i need a computer which include a cd drive and run fast with wifi , and of course the price should be reasonable .	1
329	i hope there is not much trial software on the computer .	1
330	i want to change my old computer and i need a new one with a reasonable price .	5
331	my old computer is too slow so i want a new one .	5
332	i want a faster computer than my old ones .	5
333	my old computer is n't working so i need a new computer which is fast and responsive .	5
334	i also need nice web cam to hold conferences .	5
335	i do n't have much money so i hope the price to be reasonable .	5
336	i need a new computer that is fast and well priced .	5
337	i need to replace my old computer so i need a new computer with excellent cpu .	5
338	i need a fast computer .	5
339	i want to get to use the computer as soon as possible so it 's better to have some pre-loaded software .	5
340	i am buying my first laptop and i have thought of some requirement for it .	8
341	i also want it to comfortable and run fast .	8
342	i do literally everything on my laptop so i hope it to be easily upgradable and have a reasonable price .	8
343	i expect my new computer will be fast and reasonably priced .	8
344	i checked many computers on amazon and i want to find one with high performance-cost ratio .	8
345	for the keyboard , i think it would be amazing to be backlighted .	8
346	i want an amazing touch pad for my computer .	8
347	my old computer ca n't really play games so i want a new one that can play games at high settings .	8
348	i may bring it around so it should be great looking and light .	8
349	i do n't play many games but i still hope the computer would play games well .	8
350	the screen should be bright with low light leckage and high colour representation that come with wide viewing angles .	8
351	i want to play games on my new computer so it should response quickly .	8
352	i do n't want to annoy others so i need a quiet computer .	8
353	i also want a fantastic keyboard to come with it .	8
354	i am looking for a computer that will boot fast and play games with ease .	8
355	i need a computer with good specs .	8
356	i need a fast computer with a low budget .	8
357	second , the storage space should be large and the battery life should be decent for my games .	8
358	i also need nice keyboard and trackpad .	8
359	i need a computer with a reasonable price .	8
360	third , when i am playing games , i want to keys to be comfortable and the display to be good .	8
361	i do a lot of typing work so i hope the surface would be comfortable to rest my hands on .	8
362	by the way , i hope the computer would run quietly .	8
363	i have used my old computer for a long time and i am planning to replace it with a new one that has a much faster processing speed .	8
364	a good keyboard is preferrable .	8
365	it should startup fast without being overheat .	8
366	i care about the feel so the computer should be solid enough .	8
367	i also want to have a cool back-lit keyboard .	8
368	i am finding some recommendations for a new computer that is fast and have both nice cooling system and battery life .	8
369	i may take it around so it should be light .	8
370	for my gaming laptop , i want it to have a beautiful design .	8
371	i need to take it around so i hope the finish would be matte and slightly rubbery .	8
372	i want to spend as less as possible on my new laptop .	8
373	i look into graphics so i need a computer that can handle heavy graphics .	8
374	everyday i need to use my laptop so i need a big screen and a great keyboard to make it comfortable , of course , it should be fast also .	8
375	i do n't require much for my new computer but speed is important .	8
376	i would use the new computer with my wife so i want it to look sleek and have a good speaker .	8
377	i have done some research on my new computer and i want a really fast one .	8
378	fifth , i need a superb charging speed as i may need the computer to work at anytime .	8
379	i do virtualisation on my computer so i need a responsive laptop .	8
380	i am a student so i need a computer that come with the perfect size and run games well .	8
381	it should produce less heat with a lower power consumption .	8
382	i want to find a laptop that can play games with my friends so i need it to have great performance for gaming and be cheap .	8
383	all games should run smoothly on it and the audio quality ought to be good while gaming .	8
384	it should boot up as soon as possible .	8
385	first , the processor should be fast .	8
386	i need a computer to handle my school work so it should run fast .	8
387	i am new to gaming laptop and i want one that run flawlessly for games .	8
388	i can not spend too much on the computer so i need one with a reasonable price .	8
389	i would use the computer for gaming and home schooling so i hope it 's well built with a reasonable price .	8
390	i like playing games so i hope the new computer can play games at high settings effortlessly .	8
391	i do n't want it to be too heavy .	8
392	i produce music so i hope the new computer works great for the software with a reasonable price .	8
393	i play a number of games so i want the computer to run games well .	8
394	i also want it to be thin and light so that i can carry it around .	8
395	for the specs , i need excellent touch pad , good back-lit keyboard , perfect speakers and subwoofer audio .	8
396	i hope there will be clear display and sound .	8
397	i need a new computer that my video games can function well on it .	8
398	also , i need easy access to ram and hard drive .	8
399	i am trying to find a new gaming laptop that plays my games fast and quietly .	8
400	i want to find a fast computer for my cousin .	8
401	i need to take it to schoold so a normal design is preferrable .	8
402	fourth , i sometimes do video conferencing so i need a good front camera .	8
403	i want it to boot and startup fast .	8
404	i need a good laptop with reasonable price .	8
405	i also want some nice quality of graphics on it .	8
406	i also want it to have decent battery life for me to play games .	8
407	my old computer does n't work anymore so i need a new computer with cool graphics , cpu , ram and ports .	8
408	i pay attention to gaming experience so i need a new laptop with amazing gaming performance .	8
409	photo editing is my job so i would need a computer that have good screen resolution .	8
410	i need a computer with a reasonable price .	8
411	i need a really fast computer .	8
412	for the specs , i hope there will be useful built-in features and programmes , solid hard drive and a strong compatibility with windows 10 .	8
413	i am finding for a new gaming laptop .	8
414	i need a good screen for me to work .	8
415	i do n't really have much money but i wish to have a computer that can run games on ultra graphic settings .	8
416	a nice looking computer would be suitable for me .	8
417	i enjoy playing games and i would like the games to display well with good speaker and good graphic performance .	8
418	i need a engineering work station so the computer should be fast .	8
419	i know something about computer and all i want is a good-looking computer that play games well .	8
420	i am considering to change my old computer and what i need is a computer with a high performance-cost ratio and long battery life .	8
421	i take it around so i hope it looks attractive .	8
422	i need a computer with a high-performance-cost ratio .	8
423	i use the computer for my personal use and i hope it wo n't heat up if overused .	8
424	i do gaming so i want some good gaming experience and long battery life for long-hour gaming .	8
425	my old computer has stopped working so i need a new computer with good internal specs , also , it should be fast and have amazing battery life .	8
426	i am trying to find a gaming laptop that goes really fast .	8
427	also , i like a sleek laptop with a responsive mousepad and keys .	8
428	a computer that runs games well with a low cost is what i needed .	8
429	i need a computer that is good for multitasking .	8
430	i am a college student so i need a cheap computer which can last long for battery life .	8
431	the battery life should also be long to support my work .	8
432	i do multitasking so i need a good system to come with the laptop .	8
433	a decent battery life is also needed .	8
434	i took hours to do my paper so the computer should have impressive battery life .	8
435	for gaming , i need it to run most of my games successfully .	8
436	not to mention that the specs should be wise .	8
437	i do n't have much money so good price is important for a new computer .	8
438	i need a new gaming laptop with some good build quality .	8
439	i want to to boot up quickly for me to use it .	8
440	i got to use a lot of graphics and processing-heavy programmes so i hope the computer has no issues with them .	8
441	i like gaming so i need a laptop that run games well .	8
442	for the design , it must be good and have a backlit keyboard .	8
443	i hope the computer will fit with my budget .	8
444	i want it to boot fast and run windows applications quickly .	8
445	i am finding a new computer that would startup quickly .	6
446	i want to change my old computer and i want a fast computer with reasonable price .	6
447	i am using the computer for work so i need it to be fast and have bright colours .	6
448	i have some expectations on my new computer that it should have a good processor with enough ram .	6
449	the ports should also be acceptable .	6
450	i need a computer to write my master 's papers so i need it to be light and portable to take it around .	6
451	for a better typing experience , i would need a great touchscreen and a responsive keyboard .	6
452	i do multitasking so i hope it works well on that with a decent price .	6
453	my computer just recently broke down so i need a new computer immediately .	6
454	i need a fast computer .	6
455	good resolution is also needed to protect my eyes .	6
456	it should be running fast so i can finish my papers on time .	6
457	i am trying to find a new computer that comes with good design and light weight .	6
458	i need it to be cheap and fast .	6
459	a good touch screen is also necessary .	6
460	the computer should have a high performance-cost ratio .	6
461	i do n't have much money so i would need a computer with reasonable price .	6
462	i recently need a new computer that comes with high speed and minimal bloatware .	6
463	i am not really a gamer but i need a computer that is fast and economical .	6
464	i am getting into gaming laptop so i want one that runs most games smoothly with good specs .	6
465	i hope the price would be reasonable .	6
466	the computer i want should look cool and own a nice graphic card .	6
467	i also own a vr headset and i want it to work well with that .	6
468	i want to buy a new computer for gaming so i want it to download games quickly .	6
469	i am finding a new gaming computer for myself and i want it to be fast and upgradeable .	6
470	i want to have a laptop for out-of-town use and i want a budget-friendly computer that handle games with no issue .	6
471	i am new into computer gaming and i want something that runs smoothly with reasonable price .	6
472	i want it to boot up fast and run programs well .	6
473	of course , it should look good with a reasonable price .	6
474	i am buying a new computer for my wife and so the computer should play games with no problems .	6
475	i also hope the setup would be easy for me .	6
476	i am finding a replacement for my old computer and i want a new one that run games perfectly and incredibly fast , but with a great price .	6
477	i play lots of games and i 'm finding a new computer that run fast of all my games .	6
478	i want the computer to run cool .	6
479	a backup laptop is needed and i hope it comes with great specs with low cost .	6
480	i am going to buy a new computer and i want it to startup fast with a reasonable price .	9
481	i have some programes to be installed so the dvd drive should work well .	9
482	i want to find a computer that can navigate fast and easily .	9
483	i need a new computer for work so everything should be fast including the bootup .	9
484	i want a computer that is lightweight and fast .	4
485	i want to replace my old computer that i want one which runs fast and silently .	4
486	i need a new notebook and i want it to be light and easy to use .	4
487	i want it to look sleek within my budget .	4
488	i am new to laptop and i need a laptop that has a good touch screen and a big hard drive but a good price .	4
489	speed is what i concerned when buying a new computer .	4
490	i am not a computer savvy and i want a computer that is easy to use .	4
491	i have got some expectations on my new computer as i need an amazing monitor and a good keyboard .	8
492	i am planning to buy a new computer and i want it to play games well without a high price .	8
493	the old computer is not satisfying so i want to find a new computer that comes with great value .	8
494	i also want it to be responsive , quiet and light .	8
495	i need a present for my husband and i hope it can with a reasonable price .	8
496	moreover , it should boot up fast and have smooth keys .	8
497	i may store a lot of games so i need as much storage as it can .	8
498	i need a new computer to go to work so it should be fast and sturdy .	8
499	i want to play games well on a fast computer .	8
500	i am finding a new laptop for gaming and a short boot up time is expected .	8
501	of course the computer should run games great , and i do n't want to wait too long for the game to be loaded .	8
502	a well-priced computer would be perfect for me .	8
503	i do love a good backlit keyboard .	8
504	i also want it to run smoothly , cool and quietly .	8
505	of course it should be fast .	8
506	i would have no complaints as long as the new computer would start up in seconds .	8
507	accessible fan settings would be prefect for me .	8
508	i can not play certain games with my friend on my old computer so i need a new laptop that play games well and stay in a good price .	8
509	i do n't have a huge budget for my new computer so it should come with a good price .	8
510	a sturdy computer with cool red backlit keyboard would be perfect .	8
511	i like to have good design on my new computer and it should own a reasonable price .	8
512	i need some nice graphics on the computer .	8
513	i am finding a fantastic bargain for my gaming computer .	8
514	i need it to run games perfectly under powerful cpu and gpu .	8
515	i do n't want an overheated computer so the cooling system should be quiet and efficient .	8
516	i enjoy playing games and i want a new laptop that is good for gaming with a great price .	8
517	i want it to look great with some great display .	8
518	i want the audio sound to be decent .	8
519	also , it should do quick boot up .	8
520	i did a lot of research on my new computer and my wish is to have a fast computer that play games well .	8
521	i want to have a new gaming laptop and i want a nice display to come with it .	8
522	i also need it to have strong fan sound so i know the cooling system is working well .	8
523	i am buying a new gaming laptop for my husband and i want a red backlit keyboard so it would be warm and comfortable to his eyes .	8
524	speed is what i look into when purchasing a new computer .	8
525	i have a number of games that i would like to try on my new laptop so it should have a large storage that is great for gaming .	8
526	i am purchasing a new computer mainly for gaming so it should play games smoothly and have a gorgeous screen .	8
527	one of my flight attendent mentioned she wanted a light computer .	0
528	i need a perfect laptop for my office work in which it should be small and handy .	0
529	as a college student , i am finding a sturdy computer with a nice revolving camera .	0
530	also , the battery life and screen should be good so i can show my clients my slides .	0
531	i need a computer with great performance and cost .	0
532	i travel a lot so i would like to have a sturdy and handy laptop .	0
533	i am replacing my old laptop for a better-sized laptop .	0
534	i am planning to buy a computer as a present and all she wanted is a computer that is lightweight and has a long battery life .	0
535	i need a computer for my work and i want it to be light and easy to carry for my meetings .	0
536	i do multitasking all the time so it 'll be good to be able to split screens on an affordable computer .	1
537	i am saving money so i want a well priced computer .	1
538	i bring my laptop everywhere i go so i would like it to be sleek and lightweight .	1
539	i don ’ t have much money so i need a computer that comes with a great price .	1
540	i would need large storage for my files .	1
541	i hope my money is well paid for a high performance computer .	1
542	i am finding a fast computer .	1
543	i wish the computer would perform greatly in images .	1
544	i do basic browsing and i am finding a cheap computer which comes up with the performance .	1
545	i need a replacement for my old laptop and i want a new one with good screen and nice price .	1
546	i am finding the best computer with my limited budget .	1
547	also , it should be light .	1
548	i need to take my computer to school so it 's better to be lightweight .	1
549	i need a computer that powers up smoothly with a reasonable price .	1
550	i am buying the computer for my family so i need a nice screen to protect their eyes .	1
551	i am a writer and i am looking for a computer that is fast , quiet and lightweight .	1
552	i like computers with sleek design .	1
553	i am going to buy a new computer and i want it to have decent graphics and storage .	2
554	as a person who is into light gaming and video editing , i need a computer that goes perfect for both the aspect .	2
555	a decent keyboard and a responsive touchpad are also necessary .	2
556	the computer should play games easily with an amazing price .	2
557	i do n't have a huge budget so the new computer should be cost-effective .	2
558	the graphic card should be great and the computer should work fast and well-organized .	2
559	it just need to have nice build quality .	2
560	a reasaonably priced computer is what my wife needs .	2
561	i just want the price to be reasonable .	2
562	i am purchasing a new computer and i want it to have good hinges because i broke those of my last computer .	2
563	i am finding a beautiful laptop with a good screen size and a full keyboard .	2
564	i use cad programmes so i am finding a computer that run those programmes well .	2
565	i do n't prefer a heavy computer .	2
566	i do some light gaming and i am finding an economical computer .	2
567	i pay attention to my gaming experience but i also want a low price for a good computer .	2
568	i hope the money i spent would be exchanged for a good computer .	2
569	i have a lot of things to be done so i need a quick processor on my computer .	2
570	i have got a number of needs on my new computer so i am hoping for a cheap computer that fits all my needs .	2
571	for the specs , a good keyboard and wonderful display quality and resolution are expected .	2
572	my husband wants a faster computer that his current one .	2
573	i do a lot of professional tasks so i need a computer that run tons of programmes well with a fair price .	2
