	sentence	label
66	for the price , i hope it wo n't be too high .	0
67	hopefully there is a fast wifi connection and a high performance-cost ratio .	0
68	the computer i need is the one with high performance-cost ratio , while having good cooling and consistent performance .	0
69	for the design , i prefer a sleek and neutral one .	0
70	i need a powerful computer with solid speakers and good built quality .	0
71	i want a computer with high performance-cost ratio .	0
72	i hope the price fit with its performance .	0
73	i want a computer that runs fast .	0
74	a nice cooling stand would be good for my computer .	0
75	i have got a list of requirements for my desire computer .	0
76	i need a computer that can run my games fine and do editing .	0
77	i need a good gaming laptop .	0
78	i also expect a good ips panel .	0
79	the computer i will be using should have a high performance-cost ratio .	0
80	i do n't want the computer to go overheat while performing the jobs .	0
81	i need a big screen for my computer to make it easy to work .	0
82	i need the computer to have a clean resolution and audio .	0
83	i want the computer to run smoothly .	0
84	the keyboard would be better with red backlit .	0
85	it should have the best cooling and runs silently .	0
86	i also need it to have a clear screen and a decent battery life .	0
87	the keyboard should be easy to type on and i want good precision and gestures from the computer .	0
88	i hope the price would n't be too high for all the above features .	0
89	i want my future computer to have a high performance-cost ratio .	0
90	for the size , it should be a small and light computer .	0
91	i want a computer with good screen and fast booting .	0
92	the computer i want should have high performance-cost ratio and a normal look .	0
93	i need the computer not to look gaudy , but to play games well .	0
94	i want a fast and responsive computer .	0
95	the computer i need should have a high performance-cost ratio and be solidly constructed .	0
96	i want the computer to perform well in games and be perfect for upgraders .	0
97	i need a computer with solid build quality and a reasonable price .	0
98	i need a good video card to go with my computer .	0
99	i need it to play games well at a low temperature and long battery life .	0
100	i need the computer to keep cool when i am gaming .	0
101	i need a sturdy computer with a beautiful screen and above-average sound quality .	0
102	i need a cheap computer with solid build quality and awesome cooling system .	0
103	and i hope the battery life would be long enough .	0
104	for the hardware , i need a great display panel , a sturdy keyboard with great typing experience and keys with red leds as the backlit .	0
105	my dream computer is a powerful laptop .	0
106	i need the computer to perform great in gaming .	0
107	my desire computer should own a great keyboard and a powerful cooling system .	0
108	sixth , the computer should bootup fast .	0
109	the keyboard would be better to be a back-lit red one and be comfy for typing .	0
110	i want my future computer to have plenty of storage with a high performance-cost ratio .	0
111	i want a computer with a high performance-cost ratio , yet it should have efficient cooling and run quietly .	0
112	i need a computer with a good trackpad and battery life which can max out any games .	0
113	fifth , i would need a nice keyboard and a nice trackpad in case i need to type at night .	0
114	i need a good functioning fan to be along with my computer .	0
115	i hope it is well built and durable .	0
116	a cool computer which can run fast is what i need .	0
117	seventh , i need a nice video card .	0
118	the computer should have both reasonable price and performance .	0
119	it would be nice if it is silent when light use .	0
120	i want a fast computer .	0
121	i want a computer that is able to run games at a high-ultra setting without getting too hot .	0
122	the keystokes on it should be comfortable to type on .	0
123	hopefully the build quality is premium .	0
124	i would need the battery life to be long enough , so i could type at night with a led lit keyboard .	0
125	i need the price to be reasonable and the battery life also .	0
126	a good design and a cool keyboard should be applied to the computer .	0
127	a premium typing experience and a professional look are expected .	0
128	i have some criteria for my dream computer .	0
129	i need the computer to handle games well .	0
130	i need a fast computer .	0
131	i want a computer with long battery life .	0
132	i also want to access the internet in a faster way .	0
133	the computer i want should have a high performance-cost ratio and a comfortable ips panel .	0
134	i need a computer that can play games fast and smoothly .	0
135	it would be great if it runs cool and is functioned with great screen and touch sensor .	0
136	i want the computer to be quiet and stay cool while playing games with a high perfomance-cost ratio .	0
137	the ssd should be fast and the battery life should be long .	0
138	first , it should have a nice screen .	0
139	the computer i need would be the one with strong gpu and hardware .	0
140	i also want the design and the price to be nice .	0
141	i would like to have a computer with long battery life and can run fast and quietly .	0
142	a reasonable price is what i consider when buying a new computer .	0
143	i need a computer with impressing build .	0
144	i want a high performance-cost ratio computer which can do fast start-up .	0
145	i need the computer to boot up fast .	4
146	and i hope it runs fast on the programming .	4
147	seventh , i want the fan noise to be manageable .	4
148	the computer should start up quickly with impressive specs .	4
149	i need the screen to be great enough but not affecting the weight .	4
150	i want the computer to stay within a reasonable price range , having a sensible fingerprint sensor and large amount of storage .	4
151	the computer should be light for me to carry it around .	4
152	fourth , i need the viewing angles to be decent .	4
153	i want a quick computer with reasonable price .	4
154	i need a computer with a nice and sleek look and large space for my programmes .	4
155	i hope the keyboard is light-up and easy-to-type .	4
156	i want a light computer which can runs fast .	4
157	i need a fast computer .	4
158	i want the computer to boot up quick and last long for the battery .	4
159	i need a computer with great screen .	4
160	i do n't want the keyboard to be too fancy though .	4
161	i want a quick laptop with amazing display .	4
162	the screen and touch pad should be great for my computer .	4
163	i need a fast computer .	4
164	i need to have plenty of ports on the computer .	4
165	i need a computer with a high performance-cost ratio and a large memory .	4
166	and for the battery life , i prefer a longer one .	4
167	i want a computer that bring up my application quickly and i can work on a large screen with sharp imaging .	4
168	the usb port access should be great .	4
169	i need a light computer .	4
170	i want the computer to be light enough for me to carry it around .	4
171	for the keyboard , it would be better if it is back-lit .	4
172	the screen would be better if it has vibrant resolution .	4
173	i need to store my work so i need a decent cpu .	4
174	i need a thin computer with an appealing design and a light weight .	4
175	i need a computer with cool extra hard drive that is fast and clear .	4
176	i need a fast laptop with good configuration .	4
177	hopefully the speakers are decent too .	4
178	second , i need a good selection of ports .	4
179	i need a computer which is fast and light .	4
180	i need a computer which can be opened as soon as possible and have strong wireless connection .	4
181	the computer should have a light but large enough screen accomplished with speed .	4
182	first , i need a sturdy but light lid .	4
183	i like a traditional layout .	4
184	i also need some really good hard drive .	4
185	i need good storage capabilities to store my things and good speakers for gaming .	4
186	i want a computer with high performance-cost ratio .	4
187	i want it to be light and have a thin screen so i can carry it around .	4
188	i want a fast computer with a nice fingerprint scanner to accelerate .	4
189	third , i need the colours to look vivid on the screen .	4
190	i need a well-built computer which is light and sleek so i can carry it around .	4
191	i also need good bluetooth connection to the other devices .	4
192	of course , it should run fast for me to use .	4
193	i also need to have a decent battery life to get my work done .	4
194	i need a good looking computer which stays within my budget .	4
195	fifth , i need the computer to have a decent battery life .	4
196	i would also look into the design , which i hope it to be light , slim and attractive .	4
197	i want a fast and light computer .	4
198	i hope it will be portable .	4
199	i want a computer that do super fast startup and have a good processor .	4
200	sixth , i need the computer to have a backlit keyboard which is quiet while typing .	4
201	i need a computer that is light and start up fast .	4
202	i need to take it to my class so it 's better to be small and have a good screen to work with .	4
203	the computer should be light .	4
204	i need the screen to be nice and big while maintaining a light weight .	4
205	i need a quick and responsive computer .	4
206	i need a few criteria for my new computer .	4
207	the computer should boot up and connect to the wifi in a super fast way , but i do n't want the price to be too high and the diplay should be great also .	4
208	i want the design to be sleek .	4
209	i want it to have a high performance-cost ratio .	4
210	last but not least , i want the bluetooth connection to be as fast as it can be .	4
211	i also want adequate ram to store my data .	4
212	i need a light computer which can turn on fast and run cool .	4
213	for the weight , i prefer a light one .	4
214	i love computer with great design .	4
215	i need a light computer that runs fast .	4
216	the battery life should be reasonable for a laptop .	4
217	i need a computer with a reasonable price .	4
218	the keyboard should be fantastic and the touchpad should be smooth .	0
219	the games should run smoothly on my computer .	0
220	5 ) i need good build quality and a nice cool temperature .	0
221	i need the computer to run games without causing problems and quietly .	0
222	i need the computer to have good build quality but with a reasonable price .	0
223	5. i need the computer to handle a large amount of data .	0
224	i need the computer to have a powerful gpu .	0
225	3. i need tons of light settings for myself .	0
226	i need a computer with an illuminated keyboard .	0
227	i need a decent ssd and good cooling for my computer so it can play games well .	0
228	the size should be fit for its size .	0
229	i need some really good screen , speakers and keyboard for my computer .	0
230	4 ) for the screen , i need the colour to be vibrant and the brightness to be adequate .	0
231	i also need a good set of usb ports and extra fan .	0
232	the computer should run fast for playing my games prefectly .	0
233	i hope the computer can show great graphics without lag time .	0
234	it would be prefect with incredible rainbow backlight .	0
235	the laptop should stay within my budget .	0
236	2. i want the keyboard to be awesome with prefect resistence and spacing of keys .	0
237	the viewing angles of the screen ought to be outstanding but the price should be reasonable .	0
238	i would need a clean os to come with it as i do n't want too much bloatware .	0
239	4. i need good cpu , good gpu and fast ssd .	0
240	i need easy access slots to do expansion and good usb 3.0 ports layout to make things tidy .	0
241	i want the computer to play games well while keeping a low temperature .	0
242	i need to set up the computer with no difficulty , and the computer should run my games smoothly with generating too much heat .	0
243	i need a sollid computer .	0
244	second , i need the computer to startup in seconds .	0
245	second , i need some great software and a solid build .	0
246	i want a computer with high performance-cost ratio .	0
247	fourth , i need the mousepad to be good .	0
248	seventh , it would be better if the dvd drive is removable to install something else .	0
249	i do n't want the keys to be noisy .	0
250	sixth , for the screen , i need to have great colour display on it with a good refresh rate .	0
251	the touch pad and keys should be smooth .	0
252	the battery life should be long .	0
253	i need a computer that can run anything on ultra settings while staying super cool .	0
254	7. i need my games , the windows and the vr to work fine on this laptop .	0
255	i hope the price wo n't be too high for it to cover all these features .	0
256	i want a fast computer .	0
257	i hope the computer can configure to better wifi channels automatically .	0
258	i need a few things to be noted with my computer .	0
259	i need the display to look good when i am gaming smoothly .	0
260	i want a fast computer with a beautiful look .	0
261	i want a sturdy computer that runs quietly .	0
262	i need the computer to start up fast so i can run my games smoothly .	0
263	3 ) i need a satifying click on the keyboard coming with a good trackpad and good buttons .	0
264	fourth , i need the fans to spin quietly .	0
265	i also want the keyboard to be nice .	0
266	i need a computer with good build quality , great sound and excellent screen .	0
267	the computer should be easy for me to upgrade it .	0
268	a fast computer with a reasonable price is what i want .	0
269	the computer should run cool and quietly .	0
270	i would like to have distinct buttons on the touch pad .	0
271	i need a computer to go fast and easy with my games .	0
272	a fast computer is preferrable .	0
273	a nice keyboard with nice backlight is preferable .	0
274	a computer that stays cool while gaming is what i need .	0
275	a fast and solidly built computer is what i need .	0
276	i need a computer that run cool and quietly .	0
277	i want a computer that runs extremely cool with a good price .	0
278	i need a reasonable price to come with amazing specs and building quality .	0
279	i need some good speakers to come with it .	0
280	i want a computer that can do fast startup .	0
281	i also need plenty of storage , by the way , i hope the storage can be easily expanded because i do n't know if i still need more .	0
282	last but not least , it should look cool .	0
283	sixth , the speakers have to be good .	0
284	i want a solid computer .	0
285	the system should run fast for me and made me feel that is well made .	0
286	i hope the computer can connect well with oth devices .	0
287	i also need a nice keyboard and a good ips monitor .	0
288	i need an easy set up for my computer .	0
289	i do n't want to have much bloatware on it and i hope the set up is easy for me .	0
290	i need a decently sized trackpad and a bright lcd screen .	0
291	fifth , the location of the fans should be considerate .	0
292	i like to have soft touch plastic attached to the laptop .	0
293	the sound system should be great for me .	0
294	2 ) the ssd should be nicely sized .	0
295	the screen should be enourmous and clear .	0
296	finally , i hope there is a decent price for all of these .	0
297	i need a fantastic monitor to come with it .	0
298	i would also need great build quality to come with it .	0
299	first , i need good refresh rate .	0
300	the gui software ultilities should be good in the computer .	0
301	the number of ports should be adequate for me .	0
302	the gaming laptop should obviously perform well in gaming .	0
303	i do n't want the computer to run at high temperature nor with loud noise .	0
304	hopefully , the computer can run cool with these settings .	0
305	i also need the material and build to be great , not to forget about the cpu and gpu .	0
306	fifth , i need to connect to the wifi in a super fast way .	0
307	i want a good build quality with powerful and clear sound output .	0
308	i need a high performance-cost ratio to come with my computer .	0
309	first , i want no screen bleeding/stuttering , no heat issue , no windows issue nor no much bloatware .	0
310	i also hope the battery life to be long to support my work .	0
311	the screen should also have great refresh rate and display vivid colour .	0
312	last but not least , a good sound output is preferrable .	0
313	i need great functionality for my computer .	0
314	i need a fast computer with great graphic performance .	0
315	third , i need the keyboard to be comfortable , responsive and lighted .	0
316	i have got a few requirement for my computer : 1 .	0
317	third , i need an amazing keyboard with great trackpad .	0
318	a beautiful screen should be installed .	0
319	the screen should have good viewing angles and good adjustment of brightness .	0
320	6. i need the sound output to be loud enoygh , but the fan should be as quiet as possible and not be overheaten .	0
321	i need a computer that stays within my budget .	5
322	a fast computer with a great screen resolution is what i need .	5
323	i need the look of the computer to be sleek .	5
324	i want a light computer .	5
325	i hope there is not much trial software on the computer .	5
326	i do n't want the computer to be heavy or look dull .	5
327	i need a computer which include a cd drive and run fast with wifi , and of course the price should be reasonable .	5
328	i need a computer with high performance-cost ratio .	5
329	i need it to be fast .	5
330	i want a faster computer than my old ones .	3
331	my old computer is n't working so i need a new computer which is fast and responsive .	3
332	i work on webpage design so i hope the computer can work my graphic design programmes well .	3
333	i need a fast computer .	3
334	i need to replace my old computer so i need a new computer with excellent cpu .	3
335	i do n't have much money so i need a new computer with a good price .	3
336	i want to get to use the computer as soon as possible so it 's better to have some pre-loaded software .	3
337	i need a new computer that is fast and well priced .	3
338	i do n't have much money so i hope the price to be reasonable .	3
339	i want to change my old computer and i need a new one with a reasonable price .	3
340	i want to to boot up quickly for me to use it .	0
341	i look into various factors while buying my new computer .	0
342	also , i want it to have great design and start up fast .	0
343	for gaming , i need it to run most of my games successfully .	0
344	i want good hardware and good display to go with it .	0
345	i may take it around so it should be light .	0
346	i do n't want to annoy others so i need a quiet computer .	0
347	i hope there will be clear display and sound .	0
348	i also want it to comfortable and run fast .	0
349	i would use the computer for gaming and home schooling so i hope it 's well built with a reasonable price .	0
350	i produce music so i hope the new computer works great for the software with a reasonable price .	0
351	i may bring it around so it should be great looking and light .	0
352	for the specs , i need excellent touch pad , good back-lit keyboard , perfect speakers and subwoofer audio .	0
353	i need a computer with a reasonable price .	0
354	i am considering to change my old computer and what i need is a computer with a high performance-cost ratio and long battery life .	0
355	i play a number of games so i want the computer to run games well .	0
356	i need a engineering work station so the computer should be fast .	0
357	also , i like a sleek laptop with a responsive mousepad and keys .	0
358	i want to play games on my new computer so it should response quickly .	0
359	i do multitasking so i need a good system to come with the laptop .	0
360	i do gaming so i want some good gaming experience and long battery life for long-hour gaming .	0
361	a decent battery life is also needed .	0
362	i use the computer for my personal use and i hope it wo n't heat up if overused .	0
363	a good keyboard is preferrable .	0
364	i do virtualisation on my computer so i need a responsive laptop .	0
365	i need a new computer that my video games can function well on it .	0
366	i expect my new computer will be fast and reasonably priced .	0
367	i need a good screen for me to work .	0
368	first , the processor should be fast .	0
369	i am a student so i need a computer that come with the perfect size and run games well .	0
370	i need a computer that is good for multitasking .	0
371	i have done some research on my new computer and i want a really fast one .	0
372	i need a computer with a reasonable price .	0
373	it should boot up as soon as possible .	0
374	i am trying to find a gaming laptop that goes really fast .	0
375	i do a lot of typing work so i hope the surface would be comfortable to rest my hands on .	0
376	second , the storage space should be large and the battery life should be decent for my games .	0
377	my old computer does n't work anymore so i need a new computer with cool graphics , cpu , ram and ports .	0
378	i also want to have a cool back-lit keyboard .	0
379	i need a good laptop with reasonable price .	0
380	i want to find a fast computer for my cousin .	0
381	i also want a fantastic keyboard to come with it .	0
382	i have used my old computer for a long time and i am planning to replace it with a new one that has a much faster processing speed .	0
383	i want to spend as less as possible on my new laptop .	0
384	for my gaming laptop , i want it to have a beautiful design .	0
385	i got to use a lot of graphics and processing-heavy programmes so i hope the computer has no issues with them .	0
386	i am trying to find a new gaming laptop that plays my games fast and quietly .	0
387	i know something about computer and all i want is a good-looking computer that play games well .	0
388	photo editing is my job so i would need a computer that have good screen resolution .	0
389	all games should run smoothly on it and the audio quality ought to be good while gaming .	0
390	everyday i need to use my laptop so i need a big screen and a great keyboard to make it comfortable , of course , it should be fast also .	0
391	i look into graphics so i need a computer that can handle heavy graphics .	0
392	i do n't require much for my new computer but speed is important .	0
393	the screen should be bright with low light leckage and high colour representation that come with wide viewing angles .	0
394	i also want it to look good .	0
395	i need to take it to schoold so a normal design is preferrable .	0
396	i do n't want it to be too heavy .	0
397	i do n't play many games but i still hope the computer would play games well .	0
398	a nice looking computer would be suitable for me .	0
399	i also need nice keyboard and trackpad .	0
400	my old computer ca n't really play games so i want a new one that can play games at high settings .	0
401	by the way , i hope the computer would run quietly .	0
402	a computer that runs games well with a low cost is what i needed .	0
403	i need to take it around so i hope the finish would be matte and slightly rubbery .	0
404	i also want some nice quality of graphics on it .	0
405	fifth , i need a superb charging speed as i may need the computer to work at anytime .	0
406	i enjoy playing games and i would like the games to display well with good speaker and good graphic performance .	0
407	it should startup fast without being overheat .	0
408	i do n't really have much money but i wish to have a computer that can run games on ultra graphic settings .	0
409	i also want it to have decent battery life for me to play games .	0
410	last but not least , i hope the price wo n't be too high .	0
411	for the specs , i hope there will be useful built-in features and programmes , solid hard drive and a strong compatibility with windows 10 .	0
412	third , when i am playing games , i want to keys to be comfortable and the display to be good .	0
413	i enjoy playing games on my laptop so i hope the laptop do magnificent job of graphics and gameplay .	0
414	also , i need easy access to ram and hard drive .	0
415	i need some good price for my computer as i am lacking money .	0
416	i pay attention to gaming experience so i need a new laptop with amazing gaming performance .	0
417	the battery life should also be long to support my work .	0
418	i want it to boot fast and run windows applications quickly .	0
419	i want to find a laptop that can play games with my friends so i need it to have great performance for gaming and be cheap .	0
420	i need a computer that works good for working and gaming without a high price .	0
421	i am a college student so i need a cheap computer which can last long for battery life .	0
422	i hope the computer will fit with my budget .	0
423	fourth , i sometimes do video conferencing so i need a good front camera .	0
424	i want an amazing touch pad for my computer .	0
425	i need a really fast computer .	0
426	i need a new gaming laptop with some good build quality .	0
427	i do n't have much money so good price is important for a new computer .	0
428	i also need a solid build that it only produce low fan noise .	0
429	i would use the computer for light gaming so i hope the computer would play games well .	0
430	i am finding some recommendations for a new computer that is fast and have both nice cooling system and battery life .	0
431	i like gaming so i need a laptop that run games well .	0
432	for the keyboard , i think it would be amazing to be backlighted .	0
433	i need a fast computer with a low budget .	0
434	i took hours to do my paper so the computer should have impressive battery life .	0
435	for the design , it must be good and have a backlit keyboard .	0
436	i enjoy playing games on my laptop so i need a new one that have good specs with a reasonable price .	0
437	specs are what i look into when buying a new computer so the keyboard and trackpad must be decent .	0
438	i care about the feel so the computer should be solid enough .	0
439	i am new to gaming laptop and i want one that run flawlessly for games .	0
440	i am looking for a computer that will boot fast and play games with ease .	0
441	i need a computer to handle my school work so it should run fast .	0
442	my old computer has stopped working so i need a new computer with good internal specs , also , it should be fast and have amazing battery life .	0
443	i also want it to be thin and light so that i can carry it around .	0
444	it should produce less heat with a lower power consumption .	0
445	i also want it to have nice display and obtain bluetooth .	7
446	i am finding a new computer that would startup quickly .	7
447	i want to change my old computer and i want a fast computer with reasonable price .	7
448	i am trying to find a new computer that comes with good design and light weight .	3
449	for a better typing experience , i would need a great touchscreen and a responsive keyboard .	3
450	i recently need a new computer that comes with high speed and minimal bloatware .	3
451	i do multitasking so i hope it works well on that with a decent price .	3
452	a good touch screen is also necessary .	3
453	it should be running fast so i can finish my papers on time .	3
454	i have some expectations on my new computer that it should have a good processor with enough ram .	3
455	i need a fast computer .	3
456	i need it to be cheap and fast .	3
457	i do n't have much money so i would need a computer with reasonable price .	3
458	the ports should also be acceptable .	3
459	i need a computer to write my master 's papers so i need it to be light and portable to take it around .	3
460	i like computer that feels classy and sleek .	3
461	the computer should have a high performance-cost ratio .	3
462	my computer just recently broke down so i need a new computer immediately .	3
463	i am finding a new gaming computer for myself and i want it to be fast and upgradeable .	0
464	i am buying a new computer for my wife and so the computer should play games with no problems .	0
465	i am not really a gamer but i need a computer that is fast and economical .	0
466	i want the computer to run cool .	0
467	the computer i want should look cool and own a nice graphic card .	0
468	i want to have a laptop for out-of-town use and i want a budget-friendly computer that handle games with no issue .	0
469	i hope the price would be reasonable .	0
470	i want to buy a new computer for gaming so i want it to download games quickly .	0
471	i also hope the setup would be easy for me .	0
472	the screen should have good viewing angles and the speakers should produce quality sound .	0
473	i am finding a replacement for my old computer and i want a new one that run games perfectly and incredibly fast , but with a great price .	0
474	i want it to boot up fast and run programs well .	0
475	i am new into computer gaming and i want something that runs smoothly with reasonable price .	0
476	a backup laptop is needed and i hope it comes with great specs with low cost .	0
477	i am getting into gaming laptop so i want one that runs most games smoothly with good specs .	0
478	i play lots of games and i 'm finding a new computer that run fast of all my games .	0
479	i also own a vr headset and i want it to work well with that .	0
480	i need a new computer for work so everything should be fast including the bootup .	7
481	i want to find a computer that can navigate fast and easily .	7
482	i have some programes to be installed so the dvd drive should work well .	7
483	i am going to buy a new computer and i want it to startup fast with a reasonable price .	7
484	i want a computer that is lightweight and fast .	3
485	i want it to look sleek within my budget .	3
486	a good touch screen should be installed on my new computer .	3
487	i want to replace my old computer that i want one which runs fast and silently .	3
488	i am new to laptop and i need a laptop that has a good touch screen and a big hard drive but a good price .	3
489	i am not a computer savvy and i want a computer that is easy to use .	3
490	speed is what i concerned when buying a new computer .	3
491	i am into gaming and i am finding a new computer that is fast and own a gorgeous screen .	7
492	i am purchasing a new computer mainly for gaming so it should play games smoothly and have a gorgeous screen .	7
493	i may store a lot of games so i need as much storage as it can .	7
494	speed is the particular area i look into when purchasing a new computer .	7
495	a sturdy computer with cool red backlit keyboard would be perfect .	7
496	i did a lot of research on my new computer and my wish is to have a fast computer that play games well .	7
497	accessible fan settings would be prefect for me .	7
498	i want the audio sound to be decent .	7
499	i want to play games well on a fast computer .	7
500	speed is what i look into when purchasing a new computer .	7
501	moreover , it should boot up fast and have smooth keys .	7
502	i also want it to be responsive , quiet and light .	7
503	i am finding a fantastic bargain for my gaming computer .	7
504	i want to have a new gaming laptop and i want a nice display to come with it .	7
505	i am buying a new gaming laptop for my husband and i want a red backlit keyboard so it would be warm and comfortable to his eyes .	7
506	i am finding a new laptop for gaming and a short boot up time is expected .	7
507	i have a number of games that i would like to try on my new laptop so it should have a large storage that is great for gaming .	7
508	the old computer is not satisfying so i want to find a new computer that comes with great value .	7
509	i need it to run games perfectly under powerful cpu and gpu .	7
510	my dream gaming laptop is the one that runs games well .	7
511	i also want it to run smoothly , cool and quietly .	7
512	i do n't have a huge budget for my new computer so it should come with a good price .	7
513	i do love a good backlit keyboard .	7
514	of course it should be fast .	7
515	i like to have good design on my new computer and it should own a reasonable price .	7
516	i do n't want an overheated computer so the cooling system should be quiet and efficient .	7
517	i need some nice graphics on the computer .	7
518	i need a present for my husband and i hope it can with a reasonable price .	7
519	i need a new computer to go to work so it should be fast and sturdy .	7
520	i also need it to have strong fan sound so i know the cooling system is working well .	7
521	i can not play certain games with my friend on my old computer so i need a new laptop that play games well and stay in a good price .	7
522	i would have no complaints as long as the new computer would start up in seconds .	7
523	i enjoy playing games and i want a new laptop that is good for gaming with a great price .	7
524	i need some recommendations for an awesome gaming laptop .	7
525	also , it should do quick boot up .	7
526	i am new to gaming laptop and i want some really good red back-lit keys because that looks cool .	7
527	i need a computer for my work and i want it to be light and easy to carry for my meetings .	4
528	i am replacing my old laptop for a better-sized laptop .	4
529	i want to have the best laptop with the least money .	4
530	also , the battery life and screen should be good so i can show my clients my slides .	4
531	i need a perfect laptop for my office work in which it should be small and handy .	4
532	i travel a lot so i would like to have a sturdy and handy laptop .	4
533	i need a computer with great performance and cost .	4
534	my husband has to go for business trip so he needs a laptop with perfect size .	4
535	as a college student , i am finding a sturdy computer with a nice revolving camera .	4
536	i like computers with sleek design .	2
537	i like things that are good looking , my new computer should not be left out .	2
538	i need to take my computer to school so it 's better to be lightweight .	2
539	i would need large storage for my files .	2
540	i wish the computer would perform greatly in images .	2
541	i am finding a fast computer .	2
542	i want a computer that is well designed .	2
543	i am buying the computer for my family so i need a nice screen to protect their eyes .	2
544	i am saving money so i want a well priced computer .	2
545	i am finding the best computer with my limited budget .	2
546	i do multitasking all the time so it 'll be good to be able to split screens on an affordable computer .	2
547	i need a computer that powers up smoothly with a reasonable price .	2
548	i need a replacement for my old laptop and i want a new one with good screen and nice price .	2
549	i do basic browsing and i am finding a cheap computer which comes up with the performance .	2
550	i hope my money is well paid for a high performance computer .	2
551	also , it should be light .	2
552	i am a writer and i am looking for a computer that is fast , quiet and lightweight .	2
553	i just want the price to be reasonable .	7
554	i am considering changing my old computer and what i want is a computer that run most games well within a reasonable price range .	7
555	i would do as much research as i could to find the best use of my money for a powerful computer .	7
556	moreover , the price should be reasonable .	7
557	i work at home so it 's important for me to have a computer that is fast and priced well .	7
558	i do n't like backlight on the keyboard because that would harm my eyes .	7
559	i enjoy gaming and hope the new computer works great on that .	7
560	i do play some kinds of games and i need a new computer that work the games perfectly .	7
561	i do n't want the cost to surpass my budget .	7
562	the computer should play games easily with an amazing price .	7
563	i am buying a new computer for myself on black friday and i want it to play games well .	7
564	i have got a number of needs on my new computer so i am hoping for a cheap computer that fits all my needs .	7
565	a great battery life is expected .	7
566	i do a lot of research online and i am finding a new computer with a reasonable price .	7
567	a cheap yet powerful computer is what i need .	7
568	i need some good build quality to come with the computer .	7
569	i hope the price wo n't be too high with the those features .	7
570	i need to replace my old computer and i need the new one to be cost effective with a big screen .	7
571	price is what i look into when purchasing a new computer .	7
572	last but not least , i do n't want to spend too much on it .	7
573	the computer should also be thin and light .	7
574	good ram and processor are expected .	7
575	i want to gift a nicely priced computer to my brother-in-law .	7
576	i want to play games with my friends so i need a new computer that can do well in that aspect .	7
577	i want a aesthetically beautiful so i would be happy to carry it around .	7
