	sentence	label
227	4. i need good cpu , good gpu and fast ssd .	5
228	i need a computer with a high refresh rate of its screen .	5
229	3. i need tons of light settings for myself .	5
230	i want a good build quality with powerful and clear sound output .	5
231	i want a solid computer .	5
232	i also need a good set of usb ports and extra fan .	5
233	last but not least , it should look cool .	5
234	i need the laptop to stay cool and be solid and reliable .	5
235	i need the sound to come out good on the computer .	5
236	the computer should run fast for playing my games prefectly .	5
237	fourth , i need the mousepad to be good .	5
238	i also need a nice keyboard and a good ips monitor .	5
239	the screen should also have great refresh rate and display vivid colour .	5
240	5. i need the computer to handle a large amount of data .	5
241	i need a few things to be noted with my computer .	5
242	fifth , the location of the fans should be considerate .	5
243	the system should run fast for me and made me feel that is well made .	5
244	second , i need some great software and a solid build .	5
245	i need the computer to have good build quality but with a reasonable price .	5
246	i need great monitor and cool keyboard for my computer .	5
247	a fast computer is preferrable .	5
248	i hope the price wo n't be too high for it to cover all these features .	5
249	i do n't want the computer to run at high temperature nor with loud noise .	5
250	i need to have solid build quality on my computer .	5
251	the fan should be able to lower the temperature .	5
252	the keyboard should be fantastic and the touchpad should be smooth .	5
253	i need some good speakers to come with it .	5
254	hopefully , the computer can run cool with these settings .	5
255	i want a sturdy computer that runs quietly .	5
256	3 ) i need a satifying click on the keyboard coming with a good trackpad and good buttons .	5
257	i need to set up the computer with no difficulty , and the computer should run my games smoothly with generating too much heat .	5
258	i need a computer that run cool and quietly .	5
259	the laptop should stay within my budget .	5
260	finally , i hope there is a decent price for all of these .	5
261	i need great functionality for my computer .	5
262	i need the computer to run games without causing problems and quietly .	5
263	i need a high performance-cost ratio to come with my computer .	5
264	the sound system should be great for me .	5
265	i need a reasonable price to come with amazing specs and building quality .	5
266	i need a decent ssd and good cooling for my computer so it can play games well .	5
267	it would be prefect with incredible rainbow backlight .	5
268	6. i need the sound output to be loud enoygh , but the fan should be as quiet as possible and not be overheaten .	5
269	i need a computer with a high performance-cost ratio .	5
270	i need a computer with good build quality , great sound and excellent screen .	5
271	i need some really good screen , speakers and keyboard for my computer .	5
272	the screen should have good viewing angles and good adjustment of brightness .	5
273	i have high expectation of the screen , in which it should have good clarity and quality , also it should be bright and vibrant .	5
274	i hope the computer can show great graphics without lag time .	5
275	the number of ports should be adequate for me .	5
276	i want a fast computer .	5
277	fifth , i need to connect to the wifi in a super fast way .	5
278	i do n't want to have much bloatware on it and i hope the set up is easy for me .	5
279	i would like to have distinct buttons on the touch pad .	5
280	i need a fast computer with great graphic performance .	5
281	i hope the computer can configure to better wifi channels automatically .	5
282	the touch pad and keys should be smooth .	5
283	i need an easy set up for my computer .	5
284	5 ) i need good build quality and a nice cool temperature .	5
285	the computer should be easy for me to upgrade it .	5
286	a fast and solidly built computer is what i need .	5
287	i want a computer with high performance-cost ratio .	5
288	i need a computer with an illuminated keyboard .	5
289	i need a computer to go fast and easy with my games .	5
290	i want a fast computer with a beautiful look .	5
291	i also want the keyboard to be nice .	5
292	i need some of the following features for my computer .	5
293	i need a sollid computer .	5
294	first , i want no screen bleeding/stuttering , no heat issue , no windows issue nor no much bloatware .	5
295	i need the computer to have a powerful gpu .	5
296	i want a computer that can do fast startup .	5
297	a fast computer with a reasonable price is what i want .	5
298	third , i need an amazing keyboard with great trackpad .	5
299	high performance-cost ratio is what i expected from a computer .	5
300	the size should be fit for its size .	5
301	i have got a few requirement for my computer : 1 .	5
302	last but not least , a good sound output is preferrable .	5
303	i would also need great build quality to come with it .	5
304	the games should run smoothly on my computer .	5
305	second , i need the computer to startup in seconds .	5
306	i have a number of criteria for my computer : 1 ) i need incredible amount of sheer horsepower , incredible specs , and incredible processor .	5
307	a nice keyboard with nice backlight is preferable .	5
308	i want a computer that runs extremely cool with a good price .	5
309	fourth , i need the fans to spin quietly .	5
310	i need a fantastic monitor to come with it .	5
311	first , i need good refresh rate .	5
312	the gui software ultilities should be good in the computer .	5
313	a beautiful screen should be installed .	5
314	i need a computer that can run anything on ultra settings while staying super cool .	5
315	the gaming laptop should obviously perform well in gaming .	5
316	i need the display to look good when i am gaming smoothly .	5
317	i do n't want the keys to be noisy .	5
318	i need a computer to run all my games in the highest settings .	5
319	i hope the computer can connect well with oth devices .	5
320	sixth , the speakers have to be good .	5
321	i hope there is not much trial software on the computer .	0
322	i need a computer with high performance-cost ratio .	0
323	i need a computer which include a cd drive and run fast with wifi , and of course the price should be reasonable .	0
324	a fast computer with a great screen resolution is what i need .	0
325	i need it to be fast .	0
326	i want a light computer .	0
327	i want to computer to have a low price .	0
328	i need a computer that stays within my budget .	0
329	i do n't want the computer to be heavy or look dull .	0
330	i want to change my old computer and i need a new one with a reasonable price .	2
331	i work on webpage design so i hope the computer can work my graphic design programmes well .	2
332	i need to replace my old computer so i need a new computer with excellent cpu .	2
333	i want a faster computer than my old ones .	2
334	i need a fast computer .	2
335	my old computer is n't working so i need a new computer which is fast and responsive .	2
336	i do n't have much money so i hope the price to be reasonable .	2
337	i do n't have much money so i need a new computer with a good price .	2
338	i want to get to use the computer as soon as possible so it 's better to have some pre-loaded software .	2
339	my old computer is too slow so i want a new one .	2
340	for the specs , i hope there will be useful built-in features and programmes , solid hard drive and a strong compatibility with windows 10 .	2
341	i hope there will be clear display and sound .	2
342	i do a lot of typing work so i hope the surface would be comfortable to rest my hands on .	2
343	i am looking for a computer that will boot fast and play games with ease .	2
344	i am trying to find a gaming laptop that goes really fast .	2
345	all games should run smoothly on it and the audio quality ought to be good while gaming .	2
346	it should startup fast without being overheat .	2
347	my old computer has stopped working so i need a new computer with good internal specs , also , it should be fast and have amazing battery life .	2
348	i use the computer for my personal use and i hope it wo n't heat up if overused .	2
349	also , i like a sleek laptop with a responsive mousepad and keys .	2
350	by the way , i hope the computer would run quietly .	2
351	i pay attention to gaming experience so i need a new laptop with amazing gaming performance .	2
352	i do n't play many games but i still hope the computer would play games well .	2
353	i need a computer with good specs .	2
354	i am trying to find a new gaming laptop that plays my games fast and quietly .	2
355	third , when i am playing games , i want to keys to be comfortable and the display to be good .	2
356	i can not spend too much on the computer so i need one with a reasonable price .	2
357	i need a computer with a high-performance-cost ratio .	2
358	i may bring it around so it should be great looking and light .	2
359	second , the storage space should be large and the battery life should be decent for my games .	2
360	i am buying my first laptop and i have thought of some requirement for it .	2
361	i am finding for a new gaming laptop .	2
362	i want to spend as less as possible on my new laptop .	2
363	i need a computer that works good for working and gaming without a high price .	2
364	i need to take it to schoold so a normal design is preferrable .	2
365	i need some good price for my computer as i am lacking money .	2
366	i need to take it around so i hope the finish would be matte and slightly rubbery .	2
367	a good keyboard is preferrable .	2
368	i do virtualisation on my computer so i need a responsive laptop .	2
369	i do gaming so i want some good gaming experience and long battery life for long-hour gaming .	2
370	last but not least , i hope the price wo n't be too high .	2
371	i need a good laptop with reasonable price .	2
372	also , i want it to have great design and start up fast .	2
373	i do n't want to annoy others so i need a quiet computer .	2
374	i like playing games so i hope the new computer can play games at high settings effortlessly .	2
375	specs are what i look into when buying a new computer so the keyboard and trackpad must be decent .	2
376	i want to find a fast computer for my cousin .	2
377	i am considering to change my old computer and what i need is a computer with a high performance-cost ratio and long battery life .	2
378	i would use the new computer with my wife so i want it to look sleek and have a good speaker .	2
379	i hope the computer will fit with my budget .	2
380	i look into graphics so i need a computer that can handle heavy graphics .	2
381	i am a college student so i need a cheap computer which can last long for battery life .	2
382	i also want it to be thin and light so that i can carry it around .	2
383	not to mention that the specs should be wise .	2
384	i have done some research on my new computer and i want a really fast one .	2
385	for gaming , i need it to run most of my games successfully .	2
386	i want to play games on my new computer so it should response quickly .	2
387	also , i need easy access to ram and hard drive .	2
388	i also want it to have decent battery life for me to play games .	2
389	i do n't want it to be too heavy .	2
390	i play a number of games so i want the computer to run games well .	2
391	i also want to have a cool back-lit keyboard .	2
392	i want it to boot fast and run windows applications quickly .	2
393	it should boot up as soon as possible .	2
394	photo editing is my job so i would need a computer that have good screen resolution .	2
395	i need a engineering work station so the computer should be fast .	2
396	i am a student so i need a computer that come with the perfect size and run games well .	2
397	fourth , i sometimes do video conferencing so i need a good front camera .	2
398	i also need nice keyboard and trackpad .	2
399	i do n't really have much money but i wish to have a computer that can run games on ultra graphic settings .	2
400	everyday i need to use my laptop so i need a big screen and a great keyboard to make it comfortable , of course , it should be fast also .	2
401	i do n't have much money so good price is important for a new computer .	2
402	it should produce less heat with a lower power consumption .	2
403	i also need a solid build that it only produce low fan noise .	2
404	for the keyboard , i think it would be amazing to be backlighted .	2
405	i would use the computer for light gaming so i hope the computer would play games well .	2
406	i need a really fast computer .	2
407	i need a new computer that my video games can function well on it .	2
408	my old computer ca n't really play games so i want a new one that can play games at high settings .	2
409	i care about the feel so the computer should be solid enough .	2
410	i need a new gaming laptop with some good build quality .	2
411	i like gaming so i need a laptop that run games well .	2
412	for my gaming laptop , i want it to have a beautiful design .	2
413	i took hours to do my paper so the computer should have impressive battery life .	2
414	i take it around so i hope it looks attractive .	2
415	i have used my old computer for a long time and i am planning to replace it with a new one that has a much faster processing speed .	2
416	a nice looking computer would be suitable for me .	2
417	i checked many computers on amazon and i want to find one with high performance-cost ratio .	2
418	i also want a fantastic keyboard to come with it .	2
419	i produce music so i hope the new computer works great for the software with a reasonable price .	2
420	fifth , i need a superb charging speed as i may need the computer to work at anytime .	2
421	i look into various factors while buying my new computer .	2
422	my old computer does n't work anymore so i need a new computer with cool graphics , cpu , ram and ports .	2
423	i need a computer that is good for multitasking .	2
424	i want an amazing touch pad for my computer .	2
425	i may take it around so it should be light .	2
426	i need a computer to handle my school work so it should run fast .	2
427	i need a fast computer with a low budget .	2
428	i do literally everything on my laptop so i hope it to be easily upgradable and have a reasonable price .	2
429	first , the processor should be fast .	2
430	i got to use a lot of graphics and processing-heavy programmes so i hope the computer has no issues with them .	2
431	i do multitasking so i need a good system to come with the laptop .	2
432	i also want it to look good .	2
433	the battery life should also be long to support my work .	2
434	i also want it to comfortable and run fast .	2
435	i am finding some recommendations for a new computer that is fast and have both nice cooling system and battery life .	2
436	i do n't require much for my new computer but speed is important .	2
437	i also want some nice quality of graphics on it .	2
438	i enjoy playing games and i would like the games to display well with good speaker and good graphic performance .	2
439	i need a computer with a reasonable price .	2
440	i need a computer with a reasonable price .	2
441	for the specs , i need excellent touch pad , good back-lit keyboard , perfect speakers and subwoofer audio .	2
442	i enjoy playing games on my laptop so i need a new one that have good specs with a reasonable price .	2
443	i want good hardware and good display to go with it .	2
444	a computer that runs games well with a low cost is what i needed .	2
445	i also want it to have nice display and obtain bluetooth .	2
446	i am using the computer for work so i need it to be fast and have bright colours .	2
447	i am finding a new computer that would startup quickly .	2
448	the computer should have a high performance-cost ratio .	3
449	my wife and i want to change the computer of our home and we are finding a computer that works quietly and fast .	3
450	i have some expectations on my new computer that it should have a good processor with enough ram .	3
451	i like computer that feels classy and sleek .	3
452	i recently need a new computer that comes with high speed and minimal bloatware .	3
453	i need a fast computer .	3
454	good resolution is also needed to protect my eyes .	3
455	the ports should also be acceptable .	3
456	i need a computer to write my master 's papers so i need it to be light and portable to take it around .	3
457	i am trying to find a new computer that comes with good design and light weight .	3
458	i do n't have much money so i would need a computer with reasonable price .	3
459	for a better typing experience , i would need a great touchscreen and a responsive keyboard .	3
460	a good touch screen is also necessary .	3
461	i need it to be cheap and fast .	3
462	it should be running fast so i can finish my papers on time .	3
463	i am getting into gaming laptop so i want one that runs most games smoothly with good specs .	5
464	the computer i want should look cool and own a nice graphic card .	5
465	i want it to boot up fast and run programs well .	5
466	a backup laptop is needed and i hope it comes with great specs with low cost .	5
467	i am finding a replacement for my old computer and i want a new one that run games perfectly and incredibly fast , but with a great price .	5
468	the setup should be nice and the keyboard should be great .	5
469	the screen should have good viewing angles and the speakers should produce quality sound .	5
470	i am finding a new gaming computer for myself and i want it to be fast and upgradeable .	5
471	i play lots of games and i 'm finding a new computer that run fast of all my games .	5
472	i want to buy a new computer for gaming so i want it to download games quickly .	5
473	of course , it should look good with a reasonable price .	5
474	i hope the price would be reasonable .	5
475	i also hope the setup would be easy for me .	5
476	i also own a vr headset and i want it to work well with that .	5
477	i want the computer to run cool .	5
478	i want to have a laptop for out-of-town use and i want a budget-friendly computer that handle games with no issue .	5
479	i am new into computer gaming and i want something that runs smoothly with reasonable price .	5
480	i am going to buy a new computer and i want it to startup fast with a reasonable price .	2
481	a lightweight computer is what i need .	2
482	i have some programes to be installed so the dvd drive should work well .	2
483	i want to find a computer that can navigate fast and easily .	2
484	a good touch screen should be installed on my new computer .	2
485	speed is what i concerned when buying a new computer .	2
486	i need a new notebook and i want it to be light and easy to use .	2
487	i am new to laptop and i need a laptop that has a good touch screen and a big hard drive but a good price .	2
488	i want to replace my old computer that i want one which runs fast and silently .	2
489	i want it to look sleek within my budget .	2
490	i am not a computer savvy and i want a computer that is easy to use .	2
491	i am finding a fantastic bargain for my gaming computer .	2
492	also , it should do quick boot up .	2
493	i did a lot of research on my new computer and my wish is to have a fast computer that play games well .	2
494	i do n't want an overheated computer so the cooling system should be quiet and efficient .	2
495	i need a new computer to go to work so it should be fast and sturdy .	2
496	i am planning to buy a new computer and i want it to play games well without a high price .	2
497	i want the audio sound to be decent .	2
498	i also want it to run smoothly , cool and quietly .	2
499	i have a number of games that i would like to try on my new laptop so it should have a large storage that is great for gaming .	2
500	i need a present for my husband and i hope it can with a reasonable price .	2
501	i need some recommendations for an awesome gaming laptop .	2
502	i am finding a new laptop for gaming and a short boot up time is expected .	2
503	i also want it to be responsive , quiet and light .	2
504	moreover , it should boot up fast and have smooth keys .	2
505	i also need it to have strong fan sound so i know the cooling system is working well .	2
506	i do love a good backlit keyboard .	2
507	of course the computer should run games great , and i do n't want to wait too long for the game to be loaded .	2
508	accessible fan settings would be prefect for me .	2
509	i have got some expectations on my new computer as i need an amazing monitor and a good keyboard .	2
510	i need some nice graphics on the computer .	2
511	speed is the particular area i look into when purchasing a new computer .	2
512	i want to play games well on a fast computer .	2
513	i can not play certain games with my friend on my old computer so i need a new laptop that play games well and stay in a good price .	2
514	i am into gaming and i am finding a new computer that is fast and own a gorgeous screen .	2
515	i do n't have a huge budget for my new computer so it should come with a good price .	2
516	i like to have good design on my new computer and it should own a reasonable price .	2
517	speed is what i look into when purchasing a new computer .	2
518	i would have no complaints as long as the new computer would start up in seconds .	2
519	i want it to look great with some great display .	2
520	a well-priced computer would be perfect for me .	2
521	i may store a lot of games so i need as much storage as it can .	2
522	the old computer is not satisfying so i want to find a new computer that comes with great value .	2
523	i am buying a new gaming laptop for my husband and i want a red backlit keyboard so it would be warm and comfortable to his eyes .	2
524	i enjoy playing games and i want a new laptop that is good for gaming with a great price .	2
525	i am purchasing a new computer mainly for gaming so it should play games smoothly and have a gorgeous screen .	2
526	i need it to run games perfectly under powerful cpu and gpu .	2
527	as a college student , i am finding a sturdy computer with a nice revolving camera .	0
528	i travel a lot so i would like to have a sturdy and handy laptop .	0
529	also , the battery life and screen should be good so i can show my clients my slides .	0
530	i need a perfect laptop for my office work in which it should be small and handy .	0
531	i am replacing my old laptop for a better-sized laptop .	0
532	i want to have the best laptop with the least money .	0
533	i am planning to buy a computer as a present and all she wanted is a computer that is lightweight and has a long battery life .	0
534	one of my flight attendent mentioned she wanted a light computer .	0
535	i need a computer with great performance and cost .	0
536	i am saving money so i want a well priced computer .	0
537	i need to take my computer to school so it 's better to be lightweight .	0
538	i would need large storage for my files .	0
539	i don ’ t have much money so i need a computer that comes with a great price .	0
540	i need a computer that powers up smoothly with a reasonable price .	0
541	i like computers with sleek design .	0
542	i hope my money is well paid for a high performance computer .	0
543	i do multitasking all the time so it 'll be good to be able to split screens on an affordable computer .	0
544	i wish the computer would perform greatly in images .	0
545	i do basic browsing and i am finding a cheap computer which comes up with the performance .	0
546	i bring my laptop everywhere i go so i would like it to be sleek and lightweight .	0
547	i am a writer and i am looking for a computer that is fast , quiet and lightweight .	0
548	i need a replacement for my old laptop and i want a new one with good screen and nice price .	0
549	i am buying the computer for my family so i need a nice screen to protect their eyes .	0
550	i like things that are good looking , my new computer should not be left out .	0
551	i am finding a fast computer .	0
552	i am finding the best computer with my limited budget .	0
553	i pay attention to my gaming experience but i also want a low price for a good computer .	1
554	my wife wants to play more demanding games so she needs a computer that handles games well and quick .	1
555	i do n't like backlight on the keyboard because that would harm my eyes .	1
556	i like playing games so games should be able to run fast on the new computer .	1
557	i use cad programmes so i am finding a computer that run those programmes well .	1
558	a decent keyboard and a responsive touchpad are also necessary .	1
559	i am considering changing my old computer and what i want is a computer that run most games well within a reasonable price range .	1
560	i don ’ t want my computer to slow down so a no is for those bloatware .	1
561	i like sleek looking computer .	1
562	i just want the price to be reasonable .	1
563	i do n't prefer a heavy computer .	1
564	i am searching a good computer for school work and i think a computer with great graphic card and plenty of storage would be perfect .	1
565	i am buying a new computer for myself on black friday and i want it to play games well .	1
566	i am on budget gaming but i need a computer that turns on quickly .	1
567	i have got a number of needs on my new computer so i am hoping for a cheap computer that fits all my needs .	1
568	as a college student , i do n't have high expectations on a cheap computer .	1
569	moreover , the price should be reasonable .	1
570	my grandson wants a new computer that would be great for gaming .	1
571	i like taking my laptop around so i like it to be light and good looking .	1
572	i hope the new computer meet up my expectations with the money i paid .	1
573	i do a lot of research online and i am finding a new computer with a reasonable price .	1
574	i want a replacement for my old computer and i need a new one that comes with amazing build quality .	1
575	it would be enjoyable to have a computer that is speedy with an amazing sound system .	1
